CODIGO;DESCRICAO;UNIDADE
08.05.01.067-6;MOCHILA G.BARROS;UN
08.05.01.070-7;ESTOJO ARTE G.BARROS MOD 1;UN
08.05.01.071-5;ESTOJO ARTE G.BARROS MOD 2;UN
08.05.01.072-3;SACOLA ARTE GUTENBERG COLOR;UN
08.05.01.075-7;SACOLA GUTENBERG;UN
08.05.01.077-3;SACOLA ZÍPER OURIÇO P NADOR;UN
08.05.01.080-4;MOCHILA MIRADA AZUL MARINHO;UN
08.05.01.081-2;MOCHILA MIRADA VINHO;UN
08.05.01.084-6;PASTA A4 ILUSTRACAO BELEM;UN
08.05.01.085-4;ESTOJO ILUSTRACAO BELEM;UN
08.05.01.087-0;BOLSA LONA FOTO BELEM;UN
08.05.01.089-6;MOCHILA AZUL ILUSTRACAO BELEM;UN
08.05.01.090-1;PASTA A4 NYLON FEST.MELHORES FILMES 2011;UN
08.05.01.091-9;ESTOJO NYLON FEST.MELHORES FILMES 2011;UN
08.05.01.095-1;MOCHILA ILUSTRACAO B RETIRO VINHO;UN
08.05.01.096-9;MOCHILA ILUSTRACAO B RETIRO CINZA;UN
08.05.01.098-5;PASTA A4 ILUSTRACAO BOM RETIRO;UN
08.05.01.099-3;BOLSA A3 ILUSTRACAO BOM RETIRO;UN
08.05.01.100-4;ESTOJO ILUSTRACAO B RETIRO VINHO;UN
08.05.01.101-2;ESTOJO ILUSTRACAO B RETIRO CINZA;UN
08.05.01.102-0;PASTA A4 BIENAL DE DANCA;UN
08.05.01.104-6;MOCHILA DUPLA FACE BIENAL DE DANCA;UN
08.05.01.107-0;SACOLA PVC VIDEOBRASIL 2011;UN
08.05.01.108-8;BOLSA UNISSEX ILUSTRACAO STO AMARO;UN
08.05.01.109-6;BOLSA JEANS VERM ILUSTRACAO SANTO AMARO;UN
08.05.01.110-1;PASTA A4 ILUSTRACAO SANTO AMARO;UN
08.05.01.113-5;ESTOJO VERMELHO ILUSTRACAO SANTO AMARO;UN
08.05.01.114-3;ESTOJO VERDE ILUSTRACAO STO AMARO;UN
08.05.01.115-1;MOCHILA DUPLA FACE ILUSTRACAO STO AMARO;UN
08.05.01.116-9;BOLSA A3 AZUL G BARROS;UN
08.05.01.117-7;BOLSA A3 VERMELHA G BARROS;UN
08.05.01.118-5;BOLSA LONA CINZA E VINHO G BARROS;UN
08.05.01.119-3;BOLSA LONA LARANJA E PRETA G BARROS;UN
08.05.01.120-8;ESTOJO LARANJA G BARROS;UN
08.05.01.121-6;ESTOJO VERDE G BARROS;UN
08.05.01.122-4;PASTA A4 LARANJA G BARROS;UN
08.05.01.123-2;PASTA A4 VERDE G BARROS;UN
08.05.01.124-0;SACOLA DOBRAVEL ARVORE MATUCK;UN
08.05.01.125-8;BOLSA EM LONA VERDE MATUCK;UN
08.05.01.126-6;BOLSA MOCHILA MATUCK;UN
08.05.01.127-4;BOLSA A3 ARVORE MATUCK;UN
08.05.01.128-2;ESTOJO ARVORE MATUCK;UN
08.05.01.129-0;ESTOJO FLOR MATUCK;UN
08.05.01.130-5;ESTOJO VERDE ILUSTRACAO BERTIOGA;UN
08.05.01.131-3;ESTOJO AZUL ILUSTRACAO BERTIOGA;UN
08.05.01.132-1;ESTOJO VERMELHO ILUSTRACAO BERTIOGA;UN
08.05.01.133-9;ESTOJO LARANJA ILUSTRACAO BERTIOGA;UN
08.05.01.134-7;MOCHILA VERDE ILUSTRACAO BERTIOGA;UN
08.05.01.135-5;MOCHILA AZUL ILUSTRACAO BERTIOGA;UN
08.05.01.136-3;MOCHILA VERMELHA ILUSTRACAO BERTIOGA;UN
08.05.01.137-1;PASTA A4 VERMELHA ILUSTRACAO BERTIOGA;UN
08.05.01.138-9;PASTA A4 VERDE ILUSTRACAO BERTIOGA;UN
08.05.01.139-7;BOLSA A3 AZUL ILUSTRACAO BERTIOGA;UN
08.05.01.140-2;SACOLA PVC AMARELA ILUSTRACAO BERTIOGA;UN
08.05.01.141-0;SACOLA PVC VERDE ILUSTRACAO BERTIOGA;UN
08.05.01.142-8;SACOLA PVC VERMELHA ILUST BERTIOGA;UN
08.05.01.143-6;SACOLA PVC AZUL ILUSTRACAO BERTIOGA;UN
08.05.01.144-4;ESTOJO EVENTO MARCAS REGISTRADAS;UN
08.05.01.145-2;BOLSA EVENTO MARCAS REGISTRADAS;UN
08.05.01.146-0;BOLSA A3 MOSTRA SESC 2012;UN
08.05.01.147-8;BOLSA A3 LARANJA ILUSTRACAO BERTIOGA;UN
08.05.01.150-9;ESTOJO VERMELHO/AZUL ILUSTRACAO BERTIOGA;UN
08.05.01.151-7;PASTA A4 VERM / AZUL ILUSTRACAO BERTIOGA;UN
08.05.01.151-7;PASTA A4 VERM / AZUL ILUSTRACAO BERTIOGA;UN
08.05.01.152-5;MOCHILA VERM / AZUL ILUSTRACAO BERTIOGA;UN
08.05.01.157-5;MOCHILA ILUSTRACAO SOROCABA;UN
08.05.01.158-3;PASTA A4 ILUSTRACAO SOROCABA;UN
08.05.01.159-1;ESTOJO BERINJ ILUSTRACAO SOROCABA;UN
08.05.01.160-6;ESTOJO BEGE ILUSTRACAO SOROCABA;UN
08.05.01.161-4;BOLSA A3 ILUSTRACAO SOROCABA;UN
08.05.01.162-2;SACOLA LONA ILUSTRACAO SOROCABA;UN
08.05.01.168-0;SACOLA LONA ISAAC JULIEN;UN
08.05.01.169-8;BOLSA CARTEIRO LINA;UN
08.05.01.170-3;BOLSA MOCHILA LINA;UN
08.05.01.171-1;BOLSA QUADRADA LINA AZUL;UN
08.05.01.172-9;BOLSA QUADRADA LINA AMARELA;UN
08.05.01.173-7;BOLSA QUADRADA LINA VERDE;UN
08.05.01.174-5;BOLSA QUADRADA LINA VERMELHA;UN
08.05.01.175-3;BOLSA NYLON LINA;UN
08.05.01.176-1;BOLSA A3 ILUSTRACAO LINA;UN
08.05.01.177-9;BOLSA A3 ESBOCO LINA;UN
08.05.01.178-7;PASTA A4 ILUSTRACAO LINA;UN
08.05.01.179-5;PASTA A4 ESBOCO LINA;UN
08.05.01.180-0;ESTOJO ILUSTRACAO LINA;UN
08.05.01.181-8;ESTOJO ESBOCO LINA;UN
08.05.01.182-6;SACOLA CARTAZ LINA;UN
08.05.01.183-4;SACOLA ESBOCO LOGO LINA;UN
08.05.01.184-2;SACOLA ESBOCO CADEIRA LINA;UN
08.05.01.185-0;SACOLA CADEIRA PERSPECTIVA LINA;UN
08.05.01.186-8;SACOLA ARQUITETURA LINA;UN
08.05.01.187-6;MOCHILA INFANTIL FUTEBOL LINA;UN
08.05.01.188-4;MOCHILA INFANTIL EXPO LINA;UN
08.05.01.216-5;PASTA A4 MODELO 28;UN
08.05.01.279-1;SACOLA PVC MODELO 91;UN
08.05.01.346-2;BOLSA PVC SILK DIGITAL FRENTE - 101A250;UN
08.05.01.348-8;SACOLA INSTITUCIONAL NYLON CRU;UN
08.05.01.351-9;BOLSA LONA LARANJA SACILOTTO;UN
08.05.01.352-7;SACOLA NYLON SACILOTTO;UN
08.05.01.353-5;BOLSA PVC SACILOTTO;UN
08.05.01.354-3;SACOLA LONA FIT 2013;UN
08.05.01.355-1;ESTOJO NYLON FIT 2013;UN
08.05.01.356-9;PASTA A4 FIT 2013;UN
08.05.01.370-5;PASTA A4 INSTITUCIONAL BANNER;UN
08.05.01.376-3;BOLSA ALCA UNICA - SILK 1 COR 100 A 200;UN
08.05.01.391-7;MOCHILA O QUE É O QUE É;UN
08.05.01.402-8;BOLSA CARTEIRO CINZA G BARROS;UN
08.05.01.403-6;BOLSA CARTEIRO VERMELHA G BARROS;UN
08.05.01.404-4;SACOLA INSTITUCIONAL TNT;UN
08.05.01.407-8;NECESSAIRE BANNER GEP;UN
08.05.01.408-6;SACOLA NYLON SACILOTTO PRETA;UN
08.05.01.409-4;SACOLA NYLON SACILOTTO VERMELHA;UN
08.05.01.410-9;SACOLA NYLON SACILOTTO VERDE;UN
08.05.01.411-7;SACOLA NYLON SACILOTTO AMARELA;UN
08.05.01.412-5;SACOLA NYLON SACILOTTO LARANJA;UN
08.05.01.413-3;SACOLA NYLON FOLHAGEM MATUCK;UN
08.05.01.414-1;NECESSAIRE BANNER;UN
08.05.01.415-9;BOLSA ALÇA UNICA BANNER;UN
08.05.01.416-7;BOLSA TIRACOLO BANNER;UN
08.05.01.417-5;BOLSA RECORTE BANNER;UN
08.05.01.418-3;MALA BANNER;UN
08.05.01.419-1;BOLSA ARGOLA - ILHOS BANNER;UN
08.05.01.420-6;BOLSA CARTEIRO BANNER;UN
08.05.01.421-4;BOLSA ALÇA CURTA BANNER;UN
08.05.01.422-2;BOLSA MOCHILA BANNER;UN
08.05.01.423-0;MOCHILA BANNER;UN
08.05.01.424-8;ESTOJO COLHEITA NAIFS;UN
08.05.01.425-6;ESTOJO LAGOA NAIFS;UN
08.05.01.426-4;ESTOJO INDIOS NAIFS;UN
08.05.01.427-2;SACOLA NYLON NAIFS;UN
08.05.01.428-0;BOLSA CARTEIRO NAIFS;UN
08.05.01.429-8;BOLSA UNISSEX CAPOEIRA NAIFS;UN
08.05.01.430-3;BOLSA LONA CINEMA NAIFS;UN
08.05.01.431-1;SACOLA VIDEOBRASIL 2014;UN
08.05.01.435-3;ESTOJO CINZA JUNDIAI;UN
08.05.01.436-1;ESTOJO AZUL JUNDIAI;UN
08.05.01.437-9;PASTA ENVELOPE CINZA JUNDIAI;UN
08.05.01.438-7;BOLSA A3 AZUL JUNDIAI;UN
08.05.01.439-5;BOLSA UNISSEX JEANS JUNDIAI;UN
08.05.01.440-0;SACOLA PEQUENA TIJOLO JUNDIAI;UN
08.05.01.441-8;SACOLA PEQUENA MOSAICO JUNDIAI;UN
08.05.01.442-6;SACOLA CINEMA PROJETOR;UN
08.05.01.443-4;CASE CINEMA FACHADA;UN
08.05.01.444-2;BOLSA UNISSEX CINEMA PLATEIA;UN
08.05.01.445-0;ESTOJO CINEMA PROJETOR;UN
08.05.01.447-6;PASTA ENVELOPE GB PRETA;UN
08.05.01.448-4;MOCHILA DUPLA FACE PASSAROS;UN
08.05.01.449-2;BOLSA MOLETON SAPO;UN
08.05.01.450-7;BOLSA LONA UNISSEX QUATI;UN
08.05.01.451-5;ESTOJO CORUJA;UN
08.05.01.452-3;ESTOJO LOTUS;UN
08.05.01.453-1;BOLSA UNISSEX ARTE GRAFITE GAL;UN
08.05.01.454-9;BOLSA MINI UNISSEX FOTOFORMAS G BARROS;UN
08.05.01.455-7;BOLSA MINI TIRACOLO ÁRVORE G BARROS;UN
08.05.01.456-5;BOLSA MINI UNISSEX PORTÃO GAL;UN
08.05.01.457-3;SACOLA MINI JEANS GATO GAL;UN
08.05.01.458-1;BOLSA MINI TIRACOLO CADEIRA LINA;UN
08.05.01.459-9;BOLSA MINI TIRACOLO INFANTIL LINA;UN
08.05.01.460-4;BOLSA SACO LONA VERDE LINA;UN
08.05.01.461-2;BOLSA DE MÃO LONA MATUCK;UN
08.05.01.462-0;BOLSA LONA ROSA CHÁ E VINHO MATUCK;UN
08.05.01.464-6;NECESSAIRE NYLON VERDE SACILOTTO;UN
08.05.01.465-4;NECESSAIRE NYLON VERMELHA SACILOTTO;UN
08.05.01.466-2;LANCHEIRA TERMICA BIENAL DE DANÇAS 2015;UN
08.05.01.469-6;SACOLA BOTÃO FLOR G NADOR;UN
08.05.01.470-1;ESTOJO DRACULA ANTUNES;UN
08.05.01.471-9;SACOLA MACUNAIMA ANTUNES;UN
08.05.01.472-7;SACOLA LONA ANTUNES;UN
08.05.01.473-5;BOLSA MOCHILA ANTUNES FILHO;UN
08.05.01.474-3;SACOLA HISTORIA ANTUNES;UN
08.05.01.475-1;ESTOJO METRO BARRA FUNDA;UN
08.05.01.476-9;ESTOJO BEIJO NAIFS;UN
08.05.01.477-7;BOLSA MINI ANJO NAIFS;UN
08.05.01.478-5;BOLSA MINI FIGUREIRO NAIFS;UN
08.05.01.479-3;SACOLA M FEIRA JANELAS NAIFS;UN
08.05.01.480-8;SACOLA ADVENTISTAS NAIFS;UN
08.05.01.483-2;ESTOJO CAVALO E JARDIM;UN
08.05.01.484-0;SACOLA DOBRAVEL REVOADA E JARDIM;UN
08.05.01.485-8;BOLSA CARTEIRO E JARDIM;UN
08.05.01.486-6;BOLSA SACO TINTEIRO E JARDIM;UN
08.05.01.488-2;ESTOJO VACA BICHOS LÚDICOS;UN
08.05.01.489-0;LANCHEIRA TERMICA CAPIVARAS BICHOS;UN
08.05.01.490-5;MOCHILA INFANTIL HIPO BICHOS LÚDICOS;UN
08.05.01.491-3;SACOLA ALGODÃO JACARÉ BICHOS LÚDICOS;UN
08.05.01.492-1;SACOLA ALGODAO COELHO BICHOS LÚDICOS;UN
08.05.01.493-9;BOLSA MINI INFANTIL COBRA BICHOS;UN
08.05.01.494-7;SACOLA LONA MOSTARDA ANTUNES;UN
08.05.01.495-5;NECESSAIRE NYLON PRETA SACILOTTO;UN
08.05.01.496-3;NECESSAIRE PRETA REFLEXOS 24 DE MAIO;UN
08.05.01.497-1;NECESSAIRE VERMELHA PISCINA 24 DE MAIO;UN
08.05.01.498-9;LANCHEIRA TERMICA AZUL RAMPA 24 DE MAIO;UN
08.05.01.499-7;LANCHEIRA TERM CINZA FACHADA 24 DE MAIO;UN
08.05.01.500-8;BOLSA PVC PISCINA 24 DE MAIO;UN
08.05.01.502-4;SACOLA RAMPA 24 DE MAIO;UN
08.05.01.503-2;BOLSA DE MAO RAMPA 24 DE MAIO;UN
08.05.01.504-0;BOLSA CARTEIRO 24 DE MAIO;UN
08.05.01.505-8;BOLSA UNISSEX SAPO NADOR;UN
08.05.01.506-6;BOLSA FRESTAS 2017;UN
08.05.01.507-4;SACOLA MALDONATO;UN
08.05.01.508-2;ESTOJO 24 DE MAIO;UN
08.05.01.509-0;SACOLA ALGODAO COBRA BICHOS LUDICOS;UN
08.05.01.510-5;SACOLA ALGODAO HIPOPOTAMO BICHOS LUDICOS;UN
08.05.01.512-1;LANCHEIRA TERMICA VACA BICHOS LUDICOS;UN
08.05.01.513-9;SACOLA MONTE RORAIMA NAIFS;UN
08.05.01.517-1;BOLSA MINI TIRACOLO PAULISTA;UN
08.05.01.518-9;BOLSA RETANGULAR PAULISTA;UN
08.05.01.519-7;SACOLA NEON PAULISTA;UN
08.05.01.520-2;NECESSAIRE AVENIDA PAULISTA;UN
08.05.01.521-0;SACOLA ALÇA ÚNICA FOTO DISCO GAL;UN
08.05.01.522-8;BOLSA NYLON BARBEARIA GAL;UN
08.05.01.523-6;SACOLA ALÇA ÚNICA MACACO NAIFS;UN
08.05.01.524-4;BOLSA NYLON ONÇA NAIFS;UN
08.05.01.525-2;NECESSAIRE METRÔ NAIFS;UN
08.05.01.527-8;SACOLA ALÇA ÚNICA AVENIDA PAULISTA;UN
08.05.01.528-6;NECESSAIRE HIPOPÓTAMO BICHOS LÚDICOS;UN
08.05.01.529-4;BOLSA TUCANO MONICA NADOR;UN
08.05.01.530-9;SACOLA NYLON ROSTO LINA;UN
08.05.01.531-7;SACOLA ALÇA ÚNICA TOTEM LINA;UN
08.05.01.532-5;SACOLA ALÇA ÚNICA PANORAMICA LINA;UN
08.05.01.533-3;NECESSAIRE FABRICA LINA;UN
08.05.01.533-3;NECESSAIRE FABRICA LINA;UN
08.05.01.534-1;NECESSAIRE TEATRO LINA;UN
08.05.01.536-7;BOLSA MINI TIRACOLO CARLA CAFFE;UN
08.05.01.537-5;BOLSA CARTEIRO CARLA CAFFE;UN
08.05.01.538-3;BOLSA DUPLA FACE MIRADA 2018;UN
08.05.01.539-1;SACOLA FACHADA VILA MARIANA;UN
08.05.01.540-6;BOLSA PISCINA VILA MARIANA;UN
08.05.01.541-4;NECESSAIRE PISCINA VILA MARIANA;UN
08.05.01.551-1;SACOLA RESPIRO PISCINA 24 DE MAIO;UN
08.05.01.551-1;SACOLA RESPIRO PISCINA 24 DE MAIO;UN
08.05.01.552-9;BOLSA CARTEIRO PISCINA 24 DE MAIO;UN
08.05.01.553-7;BOLSA SACO TRIPÉ 24 DE MAIO;UN
08.05.01.554-5;NECESSAIRE RAMPA 24 DE MAIO;UN
08.05.01.556-1;BOLSA VALO VELHO E JARDIM;UN
08.05.01.557-9;NECESSAIRE LUZ DE CARVAO E JARDIM;UN
08.05.01.559-5;BOLSA MINI UNISSEX BARCO E JARDIM;UN
08.05.01.563-4;NECESSAIRE NYLON GRAFISMO GRU;UN
08.05.02.019-2;CHAPEU FITA COLORIDA;UN
08.05.02.021-5;CHAPEU BORBOLETA;UN
08.05.02.022-3;CHAPEU FLORES;UN
08.05.02.023-1;CHAPEU PASSARO;UN
08.05.02.025-7;CHAPEU AMARELO;UN
08.05.02.026-5;CHAPEU VERDE;UN
08.05.02.027-3;CHAPEU JEANS;UN
08.05.03.004-0;BONE URBANO - PRETO;UN
08.05.03.005-8;BONE;UN
08.05.03.006-6;BONE URBANO - AZUL;UN
08.05.03.007-4;BONE MEDITERRANEO PRETO;UN
08.05.03.008-2;BONE ARTES - GELO;UN
08.05.03.009-0;BONE MOVIMENTO - PRETO;UN
08.05.03.012-1;BONE CURUMIM (JUVENIL) "AZUL";UN
08.05.03.013-9;BONE CURUMIM (ADULTO)"AZUL";UN
08.05.03.015-5;BONE CURUMIM (ADULTO) "LARANJA";UN
08.05.03.016-3;BONE CURUMIM (JUVENIL) "LARANJA";UN
08.05.03.017-1;BONE MACACO;UN
08.05.03.018-9;BONE LOBO;UN
08.05.03.019-7;BONE CALANGO;UN
08.05.03.026-0;BONE ADULTO VERDE ILUSTRACAO BERTIOGA;UN
08.05.03.027-8;BONE ADULTO VERMELHO ILUSTRACAO BERTIOGA;UN
08.05.03.028-6;BONE INFANTIL AZUL ILUSTRACAO BERTIOGA;UN
08.05.03.029-4;BONE INFANTIL LARANJA ILUST BERTIOGA;UN
08.05.03.030-9;BONE MOD 01 ILUSTRACAO SOROCABA;UN
08.05.03.031-7;BONE MARROM LINA BO BARDI;UN
08.05.03.032-5;BONE CAQUI LINA BO BARDI;UN
08.05.03.033-3;BONE INFANTIL CAVALO LINA;UN
08.05.03.034-1;BONÉ INFANTIL PIPOCA LINA;UN
08.05.03.053-7;BONÉ CINZA JUNDIAÍ;UN
08.05.03.054-5;BONE ADULTO CINEMA PROJETOR;UN
08.05.03.055-3;BONE ADULTO QUATI M NADOR;UN
08.05.03.056-1;BONE ADULTO SAPO M NADOR;UN
08.05.03.057-9;BONE INFANTIL PASSAROS M NADOR;UN
08.05.03.058-7;BONE INFANTIL SARUE M NADOR;UN
08.05.03.060-0;BONÉ ADULTO JEANS LINA;UN
08.05.03.061-8;BONÉ INFANTIL CORUJA M NADOR;UN
08.05.03.061-8;BONÉ INFANTIL CORUJA M NADOR;UN
08.05.03.062-6;BONÉ ADULTO PÁSSARO M NADOR;UN
08.05.04.001-1;VISEIRA - PASSARO;UN
08.05.04.002-9;VISEIRA - PLANTA;UN
08.05.04.003-7;VISEIRA - PEIXE;UN
08.05.05.004-0;CAPA DE CHUVA - SESC;UN
08.05.05.009-0;GUARDA-CHUVA MOSTARDA G BARROS;UN
08.05.05.010-5;GUARDA-CHUVA AZUL G BARROS;UN
08.05.05.011-3;GUARDA-CHUVA FLOR;UN
08.05.05.012-1;GUARDA-CHUVA BORBOLETA;UN
08.05.05.013-9;GUARDA-CHUVA MACACO;UN
08.05.05.014-7;GUARDA-CHUVA VERM ILUSTRACAO BELEM;UN
08.05.05.015-5;GUARDA-CHUVA PRETO FOTO BELEM;UN
08.05.05.017-1;GUARDA-CHUVA BORDO FOTO BELEM;UN
08.05.05.018-9;GUARDA-CHUVA ILUSTRAÇÃO B RETIRO VINHO;UN
08.05.05.019-7;GUARDA-CHUVA CINZA ILUSTRACAO BOM RETIRO;UN
08.05.05.020-2;GUARDA-CHUVA AZUL ILUSTRACAO SANTO AMARO;UN
08.05.05.021-0;GUARDA-CHUVA BEGE ILUSTRACAO SOROCABA;UN
08.05.05.022-8;GUARDA-CHUVA BERINJELA ILUSTR SOROCABA;UN
08.05.05.024-4;GUARDA-CHUVA CARTAZ LINA;UN
08.05.05.028-6;GUARDA-CHUVA TOTEM LINA;UN
08.05.05.029-4;GUARDA-CHUVA GERALDO DE BARROS SOBRAS;UN
08.05.05.030-9;GUARDA-CHUVA GERALDO DE BARROS FOTOFORMA;UN
08.05.05.031-7;GUARDA-CHUVA VERDE MATUCK;UN
08.05.05.032-5;GUARDA-CHUVA BORDO MATUCK;UN
08.05.05.033-3;GUARDA-CHUVA BEGE MATUCK;UN
08.05.05.034-1;GUARDA-CHUVA CAPOEIRA NAIFS;UN
08.05.05.035-9;GUARDA-CHUVA ARTE LISTRAS VERMELHO NAIFS;UN
08.05.05.037-5;GUARDA-CHUVA MOSAICO JUNDIAÍ;UN
08.05.05.038-3;GUARDA-CHUVA CONCRETO JUNDIAI;UN
08.05.08.004-5;CHAVEIRO URBANO;UN
08.05.08.005-3;CHAVEIRO "QUE CHITA" VERMELHO;UN
08.05.08.006-1;CHAVEIRO "QUE CHITA" AMARELO;UN
08.05.08.007-9;CHAVEIRO FLUTUANTE VERMELHO;UN
08.05.08.008-7;CHAVEIRO FLUTUANTE VERDE;UN
08.05.08.009-5;CHAVEIRO FLUTUANTE PRETO;UN
08.05.08.010-0;CHAVEIRO FLUTUANTE AMARELO;UN
08.05.08.011-8;CHAVEIRO CONSTELACOES VERDE;UN
08.05.08.012-6;CHAVEIRO CONSTELACOES LARANJA;UN
08.05.08.013-4;CHAVEIRO JARDIM CISNE;UN
08.05.08.014-2;CHAVEIRO JARDIM BORBOLETA;UN
08.05.08.015-0;CHAVEIRO VIDEIOBRASIL 2011;UN
08.05.08.016-8;CHAVEIRO AMARELO ILUSTR BERTIOGA;UN
08.05.08.017-6;CHAVEIRO VERDE ILUSTR BERTIOGA;UN
08.05.08.018-4;CHAVEIRO VERMELHO ILUSTR BERTIOGA;UN
08.05.08.022-3;CHAVEIRO ISAAC JULIEN;UN
08.05.08.023-1;CHAVEIRO CADEIRA LINA;UN
08.05.08.024-9;CHAVEIRO SOFA LINA;UN
08.05.08.025-7;CHAVEIRO SACILOTTO;UN
08.05.08.026-5;CHAVEIRO FIT 2013;UN
08.05.08.031-2;CHAVEIRO AZUL BIENAL DE DANÇAS 2015;UN
08.05.08.032-0;CHAVEIRO VERDE BIENAL DE DANÇAS 2015;UN
08.05.08.033-8;CHAVEIRO QUEBRA CABEÇA CAPIVARA BICHOS;UN
08.05.08.034-6;CHAVEIRO QUEBRA CABEÇA JACARE BICHOS;UN
08.05.08.035-4;CHAVEIRO QUEBRA CABEÇA COBRA BICHOS;UN
08.05.08.036-2;CHAVEIRO CARLA CAFFE;UN
08.05.08.037-0;CHAVEIRO PIPOCA LINA;UN
08.05.08.038-8;CHAVEIRO UNIFORME FUTEBOL LINA;UN
08.05.09.004-0;SQUEEZE - BRANCO;UN
08.05.09.005-8;SQUEEZE EM ACO INOXIDAVEL;UN
08.05.09.006-6;SQUEEZE - LARANJA;UN
08.05.09.007-4;SQUEEZE - PRATA;UN
08.05.09.008-2;SQUEEZE MOVIMENTO PRETO;UN
08.05.09.009-0;SQUEEZE MOVIMENTO VERMELHO;UN
08.05.11.001-0;CINTURAO INSTITUCIONAL;UN
08.05.12.016-2;MINI BOLSA TIRACOLO LONA MODELO 16;UN
08.05.12.063-3;SACOLA ALÇA ÚNICA LONA MODELO 63;UN
08.05.12.257-0;BOLSA DE MÃO NYLON MODELO 257;UN
08.06.01.001-9;CANECA PEIXE;UN
08.06.01.002-7;CANECA PASSARO;UN
08.06.01.003-5;CANECA PLANTA;UN
08.06.01.004-3;CANECA AMERICANA BRANCA;UN
08.06.01.005-1;CANECA AMERICANA PRETA;UN
08.06.01.006-9;CANECA QUADRADA PRETA;UN
08.06.01.007-7;CANECA QUADRADA VERDE;UN
08.06.01.008-5;CANECA QUADRADA AMARELO;UN
08.06.01.009-3;CANECA QUADRADA AZUL;UN
08.06.01.010-8;CANECA QUADRADA LARANJA;UN
08.06.01.014-0;CANECA BIENAL NAIFS VERMELHA;UN
08.06.01.015-8;CANECA BIENAL NAIFS PRETA;UN
08.06.01.016-6;CANECA "QUE CHITA" AZUL;UN
08.06.01.017-4;CANECA "QUE CHITA" LARANJA;UN
08.06.01.018-2;CANECA "QUE CHITA" VERDE;UN
08.06.01.019-0;CANECA "QUE CHITA" VERMELHA;UN
08.06.01.022-1;CANECA CAPUCCINO - MUSICA;UN
08.06.01.023-9;CANECA SWID - ARTE;UN
08.06.01.024-7;KIT CANECAS "ARTES";JG
08.06.01.025-5;KIT CANECAS "MUSICA";JG
08.06.01.026-3;KIT CANECA THEATRE DU SOLEIL;JG
08.06.01.027-1;XICARA TOKYOGAQUI;RL
08.06.01.028-9;CANECA CINE 2007;UN
08.06.01.029-7;KIT MINI CANECA CALEIDOSCOPIO;JG
08.06.01.030-2;KIT CANECA CALEIDOSCOPIO;JG
08.06.01.031-0;CANECA CONSTELACOES COLORIDA;UN
08.06.01.032-8;CANECA JARDIM BRANCA;UN
08.06.01.033-6;CANECA RETA EM CERÂMICA NA COR BRANCA;UN
08.06.01.034-4;CANECA RAPOSA;UN
08.06.01.035-2;CANECA FLORES;UN
08.06.01.036-0;CANECA MACACO;UN
08.06.01.037-8;CANECA GUTENBERG;UN
08.06.01.044-1;CANECA PRETA ILUSTRACAO;UN
08.06.01.045-9;CANECA VERMELHA ILUSTRACAO;UN
08.06.01.073-4;MINI CANECA RETA;UN
08.06.01.085-7;CANECA ILUSTRAÇÃO B RETIRO;UN
08.06.01.088-1;CANECA AZUL ILUSTRACAO SANTO AMARO;UN
08.06.01.090-4;CANECA FOLHAGEM MATUCK;UN
08.06.01.091-2;CANECA PRETA/CAJU MATUCK;UN
08.06.01.092-0;CANECA COQUEIRO MATUCK;UN
08.06.01.093-8;CANECA BRANCA ILUSTRACAO BERTIOGA MOD.1;UN
08.06.01.101-5;CANECA AMARELA FOTOFORMAS G BARROS;UN
08.06.01.102-3;CANECA VERMELHA FOTOFORMAS G BARROS;UN
08.06.01.103-1;CANECA ILUSTRACAO SOROCABA;UN
08.06.01.104-9;CANECA RETA BRANCA;UN
08.06.01.105-7;CANECA RETA COLORIDA;UN
08.06.01.106-5;CANECA QUARTIER BRANCA;UN
08.06.01.109-9;CANECA COLORIDA EM PORCELANA MOD. 1;UN
08.06.01.110-4;CANECA QUARTIER COLORIDA;UN
08.06.01.116-2;CANECA CADEIRA LINA;UN
08.06.01.117-0;CANECA ÍCONES LINA;UN
08.06.01.118-8;CANECA SACILOTTO;UN
08.06.01.119-6;CANECA PASSARELA LINA;UN
08.06.01.120-1;CANECA FUTEBOL LINA;UN
08.06.01.121-9;CANECA CAPIAU LINA;UN
08.06.01.123-5;CANECA VIDEOBRASIL 30 ANOS;UN
08.06.01.124-3;MINI CANECAS VIDEOBRASIL 30 ANOS;UN
08.06.01.125-1;CANECA CAMPO NAIFS;UN
08.06.01.126-9;CANECA LAGOA NAIFS;UN
08.06.01.127-7;CANECA INDIOS NAIFS;UN
08.06.01.129-3;CANECA VIDEOBRASIL 2014;UN
08.06.01.131-6;CANECA MOSAICO JUNDIAÍ;UN
08.06.01.132-4;CANECA CINEMA PROJETOR;UN
08.06.01.134-0;CANECA GB BRANCA;UN
08.06.01.135-8;CANECA GB PRETA;UN
08.06.01.138-2;CANECA QUATI;UN
08.06.01.139-0;KIT MINI CANECA MONICA NADOR;UN
08.06.01.140-5;COPO ROSA MATUCK;UN
08.06.01.141-3;COPO VERDE MATUCK;UN
08.06.01.142-1;COPO CIRCUNFERENCIAS SACILOTTO;UN
08.06.01.143-9;COPO QUADRICULADO SACILOTTO;UN
08.06.01.144-7;CANECA AZUL E PRETO SACILOTTO;UN
08.06.01.145-5;CANECA TRONO DE SANGUE ANTUNES;UN
